Year(Release_Date),Publisher(s),Count(*)
2014,"White Giant RPG Studios",1
2014,"White Paper Games",3
2014,"Wicked Loot",2
2014,WildTangent,3
2014,"Will O'Neill",2
2014,Windybeard,1
2014,"Winged Pixel Inc.",1
2014,"WINGED SAKURA GAMES",2
2014,Wingware,3
2014,"Winter Wolves",20
2014,"Wired Productions",1
2014,WisdomTools,1
2014,"WIWD Development",1
2014,"Wizards of the Coast",9
2014,"WOBBL3 Entertainment LLC",2
2014,Wolfgame,1
2014,Wonderstruck,2
2014,"Wrestling Gamers United",1
2014,"Xaviant Games",3
2014,XeniosVision,2
2014,"XGen Studios",4
2014,XIAOYAO,1
2014,xinoro,1
2014,"Xiotex Studios",1
2014,XP,1
2014,"XPEC Entertainment Inc.",1
2014,XSEED,2
2014,"Yacht Club Games",2
2014,"Yazar Media Group LLC",1
2014,"YFYX GAMES",1
2014,YorkshireRifles,2
2014,"Young Horses",2
2014,Yuisy,1
2014,"Z-Software GmbH",1
2014,Z2,1
2014,"Zach Kehs (SunnyKatt)",1
2014,Zachtronics,2
2014,"Zaxis Games",1
2014,"Zen Studios",1
2014,"Zeppelin Studio",2
2014,"Zero Rock Entertainment",2
2014,"Zombie Studios",2
2014,Zooloretto,2
2014,Zotnip,3
2015," Disney Interactive",1
2015," Gato Salvaje S.L.",1
2015," GungHo Online Entertainment America, Inc.	",1
2015,(none),1
2015,"10tons Ltd",2
2015,"11 bit studios",1
2015,"14 Hours Productions",1
2015,"14Dimension Enterprise",2
2015,16bitarena.com,1
2015,17-BIT,1
2015,"1C Company",10
2015,"1C Online Games",7
2015,1C-777,1
2015,20Tab,1
2015,"2Brains Games",1
2015,2DEngine,1
2015,2K,28
2015,"2K Games",1
2015,2tainment,3
2015,30/30,1
2015,3000AD,4
2015,3BLACKDOT,2
2015,"3D Realms (Apogee Software)",2
2015,"4-Panel Footprint",1
2015,"4Bit Games",1
2015,4NetGames,1
2015,4Realms,1
2015,"5 Lives Studios",1
2015,"505 Games",12
2015,"505 Games US",1
2015,5DayStudio,1
2015,"7 Soft Pillows",1
2015,"82 Apps",1
2015,"89AM Studio",1
2015,"8D Studio",1
2015,8Floor,9
2015,"???? (WeShare Games)",2
2015,"A Crowd of Monsters",2
2015,"a REGULAR GAMER",1
2015,"A Stranger Gravity",2
2015,"A Sweet Studio",1
2015,"A.J Starkey Enterprises",1
2015,"AAA Internet Publishing, Inc. (DBA WTFast)",1
2015,"AAD Productions",1
2015,"Abbey Games",1
2015,"Abnormal Software",1
2015,"Abrupt Games",1
2015,"Absolutist Ltd.",2
2015,"Abyss Lights Studio LLP",5
2015,"Abyss Studios",1
2015,"Acceleroto, Inc.",1
2015,ACE,2
2015,"ACE MADDOX",3
2015,Activision,50
2015,"Adam DeLease",1
2015,"Adam Mowery",1
2015,"Adam Tarnowski",1
2015,"Addicting Games",1
2015,"Adhoc Games",3
2015,"Admax Game",1
2015,Adminde,1
2015,"Adminde Ltd",1
2015,"Adult Swim Games",5
2015,"Adventure Productions",1
2015,"Aegon Games",1
2015,"Aera Studios",1
2015,"Aeria Games",2
2015,"Aeria Games Europe GmbH",1
2015,Aerosoft,1
2015,"Aerosoft GmbH",25
2015,"Afterthought Studios",1
2015,AGC,1
2015,"Age of Fear",2
2015,"Agent Mega",1
2015,"AGM PLAYISM",33
2015,"AGO Games",1
2015,"Airys Software",1
2015,AJTilley.com,4
2015,AKABEiSOFT2,1
2015,Akella,3
2015,AKGames,2
2015,"Alawar Entertainment",10
2015,"Albert Espín",1
2015,"Alda Games",1
2015,"Aldorlea Games",37
2015,"Alex Jedraszczak",1
2015,"Alex Zhang",1
2015,"Alexander Byzov",2
2015,"Alexander Mirdzveli",1
2015,"Alice & Smith",4
2015,Alientrap,5
2015,"AlikArt Studio",1
2015,"Alister Software",1
2015,"All Civilized Planets",1
2015,"All Seeing Eye Games",2
2015,Allegorithmic,1
2015,"Alternative Software Ltd",7
2015,"AltImage Games",1
2015,"Amaranth Games",1
2015,"Ambiera e.U.",3
2015,"Amethyst Quarter",1
2015,"AMPLITUDE Studios",9
2015,amulware,1
2015,"Amund Farifteh",1
2015,"Anarchy Enterprises",7
2015,"Anarchy Interactive",1
2015,"Andrés Calva",1
2015,Andrettin,1
2015,"Andrew Rowe",1
2015,AndrewDrumov,1
2015,AndrewWatt96,1
2015,"Andrii Vintsevych",1
2015,"Andy Wallace",1
2015,"Angry Cat Ltd.",1
2015,"Angry Toad Studios",1
2015,"Anima Locus",1
2015,"Animation Catalyst",1
2015,"Animu Game",2
2015,Aniode,1
2015,"Ankama Animation",1
2015,"Ankama Animations",4
2015,"Ankama Games",11
2015,"Another Yeti",1
2015,Anothink,1
2015,ANPA.US,4
2015,"Anteater Games",1
2015,"Anteater Games, EQ-Games",1
2015,Antiproto,1
2015,"Antonio Renna",1
2015,"Antti Vaihia",1
2015,"Anuman Interactive",1
2015,"Anvate Games",4
2015,"Anvil Drop, LLC",1
2015,Anvil-Soft,1
2015,"AOS GAME",1
2015,"APAS games",1
2015,"ApathyWorks, LLC",1
2015,"Ape Law",1
2015,"Apogee Software",1
2015,"APPIDEMIC Studios",1
2015,"Appsolutely Studios",1
2015,"Aquiris Game Studio",1
2015,"Arboreal Games",1
2015,"Arc System Works",5
2015,Arc-gen,1
2015,"Archive Entertainment",2
2015,"Argonauts Interactive",2
2015,Aries-Lenov,1
2015,"Armor Games",3
2015,ArrowGroundGames,1
2015,"Ars Creativa",2
2015,Art-Pulsar,1
2015,ArtemizGame,1
2015,"articy Software GmbH & Co. KG",1
2015,"Artifex Mundi",10
2015,"Artifice Studio",2
2015,Artisiti,1
2015,"Artizens, Inc.",2
2015,"Artur Games",2
2015,"ASBO Interactive",1
2015,"Aslan Game Studio",1
2015,ASoundEffect.com,11
2015,Aspyr,1
2015,"Aspyr (Mac & Linux)",1
2015,"Aspyr (Mac)",1
2015,"Aspyr (Mac, Linux)",3
2015,"Asteristic Game Studio",1
2015,"Asteroid Base",1
2015,"astragon Entertainment GmbH",7
2015,"astragon Sales & Services GmbH",1
2015,Astrosimer,1
2015,Astrosnout,1
2015,Atari,6
2015,"Atelier 801",1
2015,"Aterdux Entertainment",3
2015,ATLUS,1
2015,"AtomicTorch Studio",1
2015,Atriagames,1
2015,"Atypical Games",1
2015,"Augusta Software GmbH",1
2015,AuraLab,1
2015,"Auroch Digital",1
2015,"Automata Source",1
2015,"Autotivity Entertainment",1
2015,"Autumn Games",2
2015,"Avalanche Studios",1
2015,"Avatar Creations",2
2015,AvrDragon,2
2015,AweSwan,1
2015,"Awfully Nice Studio",1
2015,"Axed Game Studio",1
2015,"Axel Shokk",1
2015,"Axis Game Factory",1
2015,"Axis Game Factory LLC",2
2015,"Axis Game Factory, Inc.",1
2015,"Axis Games",1
2015,"b-alive gmbh",3
2015,"BA Productions LLC",2
2015,"Back To Basics Gaming",12
2015,"Backward pieS",1
2015,"Bacq Stellan",2
2015,"Badland Indie",3
2015,"Baggy Cat",1
2015,"baKno Games",1
2015,"Baller industries",2
2015,"Ballistic Frogs",1
2015,"BANDAI NAMCO Entertainment",28
2015,"Bandai Namco Games",1
2015,"Bankroll Studios",1
2015,"Bare Mettle Entertainment",1
2015,"Barkalar Games",2
2015,"Barnyard Intelligence Games",1
2015,"Bartosz Bojarowski",1
2015,"Basecamp Games",3
2015,"Batholith Entertainment",1
2015,"Battlebard Games",1
2015,BattleByte,1
2015,"BBEW BBEW LLC",1
2015,"BBQ Games",1
2015,"Beam Team Pty Ltd",1
2015,BeamNG,1
2015,"Beatnik Games",1
2015,"Behold Studios",2
2015,"Behtam Developer",1
2015,"Beldarak Games",1
2015,"Ben 'Yahtzee' Croshaw",1
2015,"Benjamin Lapid",1
2015,benmakesgames.com,1
2015,"Berserk Games",4
2015,"Best Gaem Studio",1
2015,"Best Way Soft",10
2015,"Bethesda Softworks",5
2015,"Big Ant Studios",1
2015,"Big Ant Studios (Steam)",1
2015,"Big Fat Simulations Inc.",3
2015,"Bigben Interactive",7
2015,"Bigger Boat ",2
2015,Bigosaur,1
2015,"Binary Fortress Software",1
2015,"Bit Mass, LLC",1
2015,"Bit Planet Games, LLC",1
2015,BIT-GEN,1
2015,"Bit2Good Ug",1
2015,"Bitbox Ltd.",1
2015,"Bithell Games",1
2015,"BitMonster, Inc.",1
2015,"bitSmith Games",1
2015,"Black Chicken Studios, inc.",1
2015,"Black Cloud Studios",3
2015,"Black Forest Games",1
2015,"Black Lime Studio",8
2015,"Black Shell Media",44
2015,"Blackfire Games",1
2015,"Blackmill Games",1
2015,BlackStarGames,1
2015,"Blackthorn Media LLC",1
2015,"Blaze Epic",7
2015,"Blazing Bit Games",1
2015,"Blazing Griffin Ltd.",1
2015,"Blender Foundation",1
2015,"Blender Institute",1
2015,BlewScreen,1
2015,"Blind Mind Studios",1
2015,"blizzy Games",1
2015,"Bloober Team SA",2
2015,"Bloodshadow Games",1
2015,"Bloodwolf Studio",1
2015,"Blubox Soft",1
2015,"Blue Mammoth Games",2
2015,"Blue Manchu",1
2015,"BlueLine Games",2
2015,Bluestrike,1
2015,"Bohemia Interactive",1
2015,"Bolder Games",1
2015,Boogygames,1
2015,"Bossa Studios",1
2015,"Brace Yourself Games",1
2015,"Brain and Nerd Ltd",1
2015,"Brain Blinks",2
2015,"Brain Seal Ltd",1
2015,"Brainbox Software",1
2015,Brainchild,1
2015,BrainGoodGames,1
2015,"Brainwashing games",1
2015,"Brandon Brizzi",2
2015,"Bread Vision Studios LLC",1
2015,"Brendon Pywell",1
2015,"Broken Window Studios",1
2015,"Brushfire Games",2
2015,"BSK Games",1
2015,BTNcafe,1
2015,"Bubble Head Games",1
2015,"Buff Studio Co.,Ltd.",1
2015,Bugendai,1
2015,"Buka Entertainment",20
2015,Bulbware,2
2015,"Bulkhead Studios Corporation",1
2015,BulkyPix,5
2015,Bunnycopter,1
2015,"Burgoon Entertainment, LLC.",1
2015,"Burning Dog Media",1
2015,"Burrito Studio",1
2015,"Byte-UP Co., ltd.",1
2015,Bytebin,1
2015,"ByteTrail Software",1
2015,"C63 Industries",3
2015,Caiysware,1
2015,Cakewalk,15
2015,"Calvino Noir Limited",1
2015,"Cameron Baxter",1
2015,"Camshaft Software",1
2015,"Candescent Games, Inc",1
2015,"Candlelight Studios",1
2015,"Cantina Games and Entertainment, Inc.",1
2015,Capcom,28
2015,"CAPCOM Co., Ltd. ",11
2015,"Carlotta Tatti",1
2015,"Carmine T. Guida",1
2015,"Carpe Fulgur LLC",2
2015,"Case in Point Studios, LLC",1
2015,"CastleAbra Studios",1
2015,"Casual Labs",2
2015,Casualogic,1
2015,"CAT IN JAR GAMES",1
2015,"Cats Who Play",1
2015,"Caustic Creative",1
2015,"Cavelight Entertainment",1
2015,CCP,4
2015,"CD Jones",1
2015,"CD PROJEKT RED",3
2015,"Ceiba Software and Arts",1
2015,"Celeris ",1
2015,"Cellbloc Studios",1
2015,"Cemil Tasdemir",1
2015,"Chain Studios",1
2015,"Chainsawesome Games",1
2015,"Changyou.com Limited",3
2015,"Channel 4",2
2015,Chaphat,1
2015,"Charyb Games",1
2015,"Chasing Carrots",2
2015,"Cheerful Ghost",2
2015,Cheritz,1
2015,"Cherry Co. Studios",2
2015,"Cherry Pop Games",1
2015,"Chilled Mouse",5
2015,"ChiVue Games",1
2015,"Choice of Games",31
2015,"Choice Provisions",4
2015,"Chris Christodoulou",1
2015,"Chris Chung",1
2015,"Chris Hopkin",1
2015,"Chris Johnson",2
2015,"Chris Larkin",2
2015,"Chris McFarland",2
2015,"Christopher Cinq-Mars Jarvis",2
2015,"Chronicle Bench",1
2015,"Chubby Pixel",1
2015,Chucklefish,2
2015,"CINEMAX, s.r.o.",3
2015,"Circle Five Studios",1
2015,"Citeremis Inc.",1
2015,CivilSavages,1
2015,"Clarus Victoria",1
2015,"Claudio Panzanaro",1
2015,CleanWaterSoft,1
2015,Cleverweek,4
2015,"Cliax Games",1
2015,"ClickShake Games LLC",1
2015,Clickteam,4
2015,"Cliffhanger Productions ",7
2015,"Clockwork Wolf",1
2015,ClorithStudio,1
2015,"CM Softworks",1
2015,CMI,1
2015,"CoaguCo Industries",2
2015,Cobalt-57,1
2015,Cococucumber,1
2015,Codemasters,4
2015,"Codename Entertainment Inc.",1
2015,"Codex Worlds",1
2015,Code}{atch,1
2015,"Coffee Stain Studios",1
2015,"Cole Neumann",1
2015,"ColePowered Games",1
2015,"Colludium Ltd",2
2015,"Conflux Games",1
2015,"Console Classics",11
2015,"Cooply Solutions",1
2015,Coredumping,1
2015,"Cornfox & Bros.",1
2015,"Corrosive Studios LLC",4
2015,"Cosimo Menga",1
2015,Cosmi,2
2015,"Cosmic Logic",2
2015,"CounterCurrent Games",1
2015,"Cowardly Creations",3
2015,"Cowboy Color",1
2015,"CP Decision",1
2015,CPsoft,2
2015,"CRACKED PISTON LLC 2014",1
2015,"Craig Daversa",1
2015,"Craig Gibbs",1
2015,"Crank Goblin",1
2015,Cranktrain,1
2015,"Crashable Studios",2
2015,"Crayder Studios",1
2015,"Craze Creative Studios",2
2015,"Crazy Monkey Studios",1
2015,Crecatsoft,1
2015,Creoteam,2
2015,"Crescent Moon Games",3
2015,"Crian Soft",1
2015,"Crimson Owl Studios",1
2015,"Critical Bit",1
2015,"Critical Games",2
2015,Cross-Product,1
2015,"Crothers Games",1
2015,"Crowbar Collective",1
2015,"Crows Crows Crows",1
2015,"Crytek ",1
2015,"Crytivo Games",1
2015,"CS Squared Games",1
2015,"Cubic Pie",1
2015,"Cuddly Zombie Games",1
2015,"Cult Software",3
2015,"Curse Box Studios",1
2015,"Curve Digital",6
2015,"Cuveet Story",1
2015,"Cyber Rhino Studios",1
2015,cybercritics,1
2015,CyberLink,3
2015,CyberphobX,1
2015,"Cybertime System",1
2015,"Cybertron Design Studios",2
2015,"Cylight Studios",2
2015,Cylne,1
2015,D-Games,1
2015,"D3DGear Technologies",1
2015,"Da Picky Monkey",1
2015,"Daedalic Entertainment",15
2015,"Dagestan Technology",6
2015,Dahlenburg,3
2015,"Dan FitzGerald",1
2015,"Dan Fornace",1
2015,"Dan Games",1
2015,"Dangerous Derk Interactive",1
2015,"Daniel Davies",2
2015,DanielDavisGames,1
2015,"Dapper Swine",1
2015,"Dark Amber Softworks",1
2015,"Dark Day Interactive",2
2015,"dark made games",1
2015,"Dark Roast Entertainment",1
2015,"Dark-Spot Studio",1
2015,"DarkArts Studios",2
2015,"DarkStar Games",1
2015,DarkTigerDevelop,1
2015,"David Lawrence",1
2015,"David M.",1
2015,"David Newton",2
2015,"David Stark",1
2015,"David Szymanski",3
2015,"David Wehle",1
2015,"Davioware and Quazi",1
2015,"Day Dreamer Games",1
2015,"Daybreak Game Company",15
2015,"Daylight Studios",2
2015,"Days of Wonder",2
2015,"DDD Wares",1
2015,"Dead Mage",1
2015,DeanForge,1
2015,"DebonosuWorks Inc.",1
2015,Decane,1
2015,"Deceptive Games",1
2015,Deck13,8
2015,"Deck13 Interactive GmbH",2
2015,"Deco Digital",2
2015,"Deep Silver",6
2015,"Defiant Development",1
2015,"Defroids team",1
2015,"Defy Media, LLC",1
2015,Degica,73
2015,"Degica Co., Ltd.",3
2015,"Deion Mobile",1
2015,"Delirium Studios",1
2015,Demigiant,1
2015,"Denis Esie",1
2015,"Denis Lapiner",1
2015,"Derek Baird Music (ASCAP)",1
2015,"Descendent Studios Inc.",1
2015,DesktopPaints,1
2015,"Destructive Creations",1
2015,"Dev Arc",1
2015,"Devespresso Games",1
2015,devFluid,1
2015,"Devin Sherry",1
2015,"Devolver Digital",22
2015,"Devolver Digital Films",66
2015,"devotid Media",2
2015,"Devovler Digital",1
2015,DeXP,1
2015,"DEZ Studio",6
2015,"DFour Games",1
2015,DGform,1
2015,"Dharker Studio",7
2015,"Diabolical Mind",1
2015,"Different donut",1
2015,"Digerati Distribution",3
2015,"DiggerWorld Ltd.",1
2015,"Diggidy.net, LLC",2
2015,"Digital Dreams Entertainment LLC",1
2015,"Digital Eel",1
2015,"Digital Entertainment",1
2015,"Digital Extremes",1
2015,"Digital Homicide Studios",6
2015,"Digital Leisure Inc.",1
2015,"Digital Media Workshop",1
2015,"Digital Tribe",14
2015,Digitalmindsoft,2
2015,"Diios Games©",1
2015,"Dima Kiva",1
2015,"Dimecoin Games, LLC",1
2015,"Diminished Studios",1
2015,"Dimmdrive Inc.",1
2015,"Dingo Games",1
2015,"Dinosaur Polo Club",1
2015,"Disney Interactive",172
2015,"Disparity Games",1
2015,"Displace Media",1
2015,"Dissident Logic",2
2015,"Divergent Game Studio",2
2015,"Doctor Entertainment",2
2015,"Doctor Entertainment AB",3
2015,"Dogenzaka Lab",3
2015,DolaSoft,1
2015,"Dolores Entertainment",1
2015,"Dominique Grieshofer",1
2015,"Donut Games",1
2015,"Doomster Entertainment",1
2015,DopplerFrog,1
2015,"Dorado Games",4
2015,"Dot Dream",1
2015,DotEmu,5
2015,"Double Damage Games",1
2015,"Double Eleven",1
2015,"Double Fine Productions",2
2015,"DoubleBear Productions",2
2015,"Dovetail Games",37
2015,"Dovetail Games - Fishing ",1
2015,"Dovetail Games - Flight",68
2015,"Dovetail Games - Livery",1
2015,"Dovetail Games - Trains",63
2015,Doyodo,1
2015,"DQ Team",2
2015,"Drafthouse Films",1
2015,Dragom,1
2015,"Dragon's Games",1
2015,Draknek,1
2015,"Dreadlocks Ltd.",1
2015,"Dreadlocks Mobile, Silicon Jelly",1
2015,Dreamatrix,3
2015,"Dreamloop Games",1
2015,"Dreamsite Games",1
2015,DreamsSoftGames,4
2015,Dreamworlds,1
2015,Droog71,1
2015,DropDGames,1
2015,"Drowning Monkeys Games",1
2015,"Dry Cactus",1
2015,"DSK Green Ice Games",1
2015,"DSK Studios Pvt. Ltd",1
2015,"dSky9, Inc.",1
2015,"Dubrovkin Sergei",1
2015,"DuCats Games Studio",1
2015,Duckbridge,2
2015,"Duckvalley Productions",1
2015,"Duct Tape Games",1
2015,Duion,1
2015,"Dumb and Fat Games",1
2015,Dumbfounded,1
2015,"Dusenberry Martin Racing",5
2015,"Dust Scratch Games",2
2015,"Dustin Gunn",2
2015,dustinaux,1
2015,"Dwarves Might Fly",1
2015,"DYA Games",2
2015,"Dylan Fitterer",2
2015,"Dylan Wentz",1
2015,Dysotek,1
2015,"E-Line Media",1
2015,"E.Q. Games LLC",1
2015,"Eagle Dynamics",2
2015,"EasyAntiCheat Ltd",1
2015,"Eat Create Sleep",2
2015,"Ebonscale Games",2
2015,"Echidna LLC",1
2015,"Eclipse Games",1
2015,"Ectoplasm Studio Inc.",1
2015,"Eddy Games",1
2015,"Edmund McMillen",1
2015,Eforb,1
2015,Eggcode,1
2015,"Eglathia Games",1
2015,EightyEightGames,1
2015,eigoMANGA,1
2015,"Eko Software",2
2015,ektomarch,1
2015,ElagoTech,2
2015,"Electroplasmatic Games",2
2015,"Eleon Game Studios",1
2015,"Elev8 Games",1
2015,"ElevenSeventy, LLC",2
2015,"ELYLAND  INVESTMENT COMPANY",1
2015,"ELYLAND  INVESTMENT COMPANY Ltd",7
2015,Emad,1
2015,"Emberheart Games",1
2015,"Emeryon games",1
2015,"Emmanuel Salva Cruz",2
2015,"En Masse Entertainment",6
2015,"Endeavor One Inc.",1
2015,"Endemol Shine UK",1
2015,"Endgame Studios",1
2015,"Endless Loop Studios",6
2015,"energy milk",1
2015,Enitvare,1
2015,ENKSoft,1
2015,"Enlight Software Limited",4
2015,"Enzo Whyte",1
2015,"Epic Devs LLC",1
2015,"Epic LLama",1
2015,"Epic Quest Games",6
2015,"Epic Quest Games USA",1
2015,"EpicHouse Studios LLC",1
2015,"EpicQuest Games",1
2015,Eplixe,1
2015,"EQ Games",4
2015,"Erdem Sen",1
2015,Erichermit,2
2015,"Erik Svedäng AB",1
2015,erm...,1
2015,"Ern? Király",1
2015,"Erosa Games",1
2015,"Erotes studio",2
2015,"Escalation Studios, Inc",1
2015,"Escape Hatch Entertainment, LLC",1
2015,"Estudio Raed Wulf",1
2015,"Etter Studio",1
2015,"EuroVideo Medien",5
2015,"Evallis Entertainment",1
2015,"Evan Todd",2
2015,"Evan Tognotti",1
2015,Evergreen,1
2015,Eversim,1
2015,"Everything Unlimited Ltd.",1
2015,"Evil Aliens",1
2015,"Evilized productions",2
2015,"Exato Game Studios",1
2015,Excalibur,4
2015,"exosyphen studios",1
2015,"Expansive Worlds",1
2015,"Extrokold Games",1
2015,"Eyebrow Interactive",1
2015,EZDesigner,1
2015,"Ezzat Studios",1
2015,"Fabian Jarrett",1
2015,Fabraz,1
2015,"Factus Games",3
2015,"Failbetter Games",1
2015,Fakedice,1
2015,"Fallen Tree Games Ltd",1
2015,FallenMaster,2
2015,"Fancy Fish Games",8
2015,"Fantasy Flight Games",1
2015,"Fantasy Flight Publishing, Inc.",1
2015,"Faris Mohammed",1
2015,"Farlight Games Industry",1
2015,FarrugiaSoft,1
2015,"Farsky Interactive",1
2015,"FarSpace Studios",2
2015,"Fastermind Games",1
2015,"Fat Loot Games",1
2015,Fatshark,3
2015,"Felix Wunderlich",1
2015,"Fenrir Studios",1
2015,"Feral Interactive (Linux)",8
2015,"Feral Interactive (Mac)",11
2015,"Fermenter Games",1
2015,"FFF Bayern",1
2015,Filimundus,1
2015,"Filip Victor",1
2015,FilmBuff,6
2015,"Finalspark Gamestudios",1
2015,"FingerPunch Games",1
2015,"Fingertip Games UK",1
2015,Finji,3
2015,"FiolaSoft Studio",4
2015,"FireFly Studios",6
2015,"Fishing Planet LLC",1
2015,Fivang,1
2015,"FIVE-BN GAMES",4
2015,"Fixer Games",1
2015,"Fixpoint Productions",1
2015,"Flaming Pumpkin Ltd",1
2015,"Flat Earth Games",1
2015,"Flatline games",1
2015,Flazm,2
2015,FlexileStudio,1
2015,"Flight Systems LLC",1
2015,Flightless,1
2015,"Flix Interactive",1
2015,"Fluxscopic Ltd.",1
2015,"Flying Cafe for Semianimals",2
2015,"Flying Helmet Games",1
2015,"Flying Interactive",8
2015,"Flying Mollusk",1
2015,"Flying Mollusk, LLC",1
2015,"FlynnFour Games",2
2015,FNGames,1
2015,"FOAM Entertainment",1
2015,"Focus Home Interactive",14
2015,"For All To Play",2
2015,"Force Of Habit",1
2015,Forcequitapplicatons,1
2015,"Forever Entertainment S. A.",7
2015,"Forever Humble PDX",1
2015,"Forthright Entertainment",1
2015,"Fortress Forever",1
2015,"Four Lights",1
2015,FourbitFriday,1
2015,"Fractal Phase",1
2015,FrameLineNetwork,1
2015,"Freakinware Studios",1
2015,"FreakZone Games",1
2015,"Free Reign Entertainment",1
2015,"Freehold Games",1
2015,"Frictional Games",1
2015,Fridge,2
2015,friendlyOctopus,1
2015,"Frima Studio",1
2015,Frogames,2
2015,Frogmind,2
2015,"Frogsong Studios AB",1
2015,"From Nothing Game Studios",2
2015,"From Soy Sauce LLC",3
2015,"FromSoftware, Inc",1
2015,"Frontier Developments",1
2015,"Frostcloud Studios",1
2015,"Frozen Dev",2
2015,Frozenbyte,1
2015,"Fruitbat Factory",8
2015,"Full Control",2
2015,"Full Control Studios",1
2015,FullPowerSideAttack.com,1
2015,"Fully Bugged",1
2015,"Fun Infused Games",3
2015,"Funbox Media Ltd",6
2015,Funcom,4
2015,"Funcraft Games",2
2015,"Fungameco Ltd",1
2015,"Funhill Games",1
2015,"Funktronic Labs",2
2015,"Funselektor Labs Inc.",1
2015,"Future Proof Games",2
2015,FutureVisionsGames,1
2015,FXpansion,1
2015,"G.rev Ltd.",1
2015,GabberGames.com,1
2015,"Gaddy Games",1
2015,"Gag A Maggot Entertainment, LLC.",2
2015,"Gaijin Entertainment	",4
2015,"Gaijin Entertainment",6
2015,"Gambitious Digital Entertainment",8
2015,"Game Insight",8
2015,"Game Studio Abraham Stolk Inc.",1
2015,"GameArt Studio GmbH",5
2015,Gameguyz,1
2015,"GameIndica Entertainment",2
2015,"GameMill Entertainment",4
2015,Gamephase,1
2015,"Games by Robert, LLC",1
2015,"Games Farm",1
2015,"GAMES in FLAMES",1
2015,"Games With Dragons In",1
2015,Games4Kids,1
2015,GamesBoosters,2
2015,Gamestarter's,1
2015,"Gamestarters Publisher",1
2015,Gamestorming,1
2015,"Gametek Brasil",1
2015,"GameUS Inc.",1
2015,gamevial,1
2015,"Gameware Studios",1
2015,"Gamieon, Inc.",1
2015,"Gaming Cats Studio",1
2015,Gamious,1
2015,Ganz,1
2015,"Garage Monkey Studio",1
2015,"Garden Knight Games",1
2015,"Gateside Games",1
2015,"GDT Limited",1
2015,"Gearbox Software",1
2015,"Geek Sloth Games",1
2015,GeekBeach,1
2015,GeexGames,1
2015,"Genera Games",1
2015,"Genetix Studio",1
2015,GenomGames,1
2015,"Gentlemen in Tuxedos",1
2015,"Gergely Zsolnay",1
2015,GG-Works,1
2015,"Ghost Crab Games",1
2015,"Ghost Machine",2
2015,"Ghostlight LTD",25
2015,"Giant Army",1
2015,"Giant Enemy Labs",1
2015,"Gigatross Games",5
2015,"Ginger Labs LLC",1
2015,"Ginormocorp Holdings Ltd",2
2015,"Giorgi Abelashvili",2
2015,Glanderco,1
2015,"Glass Bottom Games",4
2015,"Global Empire Soft",1
2015,"Glowstick Games",1
2015,"Gnarled Scar Manipulations",1
2015,"Gneu LLC",2
2015,"Gnomic Studios",2
2015,"Goatee Games",1
2015,"Goblin Portal",1
2015,GoodVole,2
2015,googumproduce.com,1
2015,GrabTheGames,12
2015,"Gracious Films Ltd",1
2015,"Grandpa Pixel",1
2015,gravdev,1
2015,Graviteam,2
2015,"Gravity Europe",1
2015,"Gravity Europe SAS",13
2015,"Gravity Games UG (haftungsbeschränkt)",1
2015,"Gravity Interactive",1
2015,"Gravity Interactive, Inc.",1
2015,"Great Cogs",1
2015,"Green Man Loaded",10
2015,"Green Sauce Games",1
2015,"Grey Alien Games",2
2015,"Grey Box",3
2015,"Grimm Bros, LLC",1
2015,"Grip Games",2
2015,"Grizzly Wolf Games LLC",1
2015,"Ground Control Studios",1
2015,"Ground Shatter",1
2015,"Groupees Interactive",1
2015,"Grubby Monster Games",1
2015,Grynsoft,1
2015,"Grzegorz Slazinski",2
2015,"GSProductions Ltd.",1
2015,GTGD,1
2015,"Guard Crush Games",2
2015,"Guerrilla Bandit",1
2015,"GuGames Development",1
2015,"GungHo Online Entertainment America, Inc.",2
2015,"Guys From Andromeda LLC",1
2015,"H2 Interactive Co., Ltd.",2
2015,"HA Studio ltd.",1
2015,"Hajime Doujin Circle",3
2015,Halfbus,1
2015,Halycon,1
2015,"Hammer Glass Studio",1
2015,"Hammer Labs",1
2015,"Hammerfall Publishing",1
2015,"Hammerware, s.r.o.",1
2015,"Hanaji Games",1
2015,"Hanako Games",3
2015,"Handelabra Games Inc.",1
2015,"HandMade Game",2
2015,Hangonit,1
2015,"Happion Labs",1
2015,HappyGiant,1
2015,"Hard Disk Publishing",1
2015,"Harebrained Holdings",1
2015,"HCP Games",1
2015,HCPGames,1
2015,"HE SAW",1
2015,"Headless Wizard",2
2015,"Headup Games",12
2015,"Heart Shaped Games LLC",1
2015,"Heartbit Interactive",3
2015,"Heliocentric Studios",1
2015,"Hellbent Games",1
2015,"Hello There AB",2
2015,"Helsinki Noir",1
2015,"Hempuli Oy",2
2015,"Henchman & Goon",1
2015,"Here Be Dragonz",1
2015,HeroCraft,3
2015,"Herrero Games",1
2015,"Hesketh Studios",1
2015,"Hexdragonal Games",1
2015,"HexWar Games",1
2015,"Hi-Rez Studios",2
2015,"Highcliffe Media Publishing",1
2015,"Himalaya Studios",1
2015,"Hit the Crow",1
2015,Hitcents,1
2015,"HJO Creations",1
2015,"Holgersson Entertainment",1
2015,"Holotech Studios",1
2015,"Holy Priest",1
2015,"Home Groan Games",1
2015,"Homemade Games",1
2015,Hoobalugalar_X,1
2015,"Hörberg Productions",1
